x, y, z, k, eps, mut
5.73171, 0.88710, 0.0, 0.00369, 0.00146, 0.00084
5.73171, 0.91935, 0.0, 0.00527, 0.00346, 0.00072
5.73171, 0.95161, 0.0, 0.00804, 0.00862, 0.00067
5.73171, 0.98387, 0.0, 0.00803, 0.01789, 0.00032
5.73171, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
5.97561, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
5.97561, 0.01613, 0.0, 0.00802, 0.01786, 0.00032
5.97561, 0.04839, 0.0, 0.00825, 0.00882, 0.00069
5.97561, 0.08065, 0.0, 0.00549, 0.00364, 0.00075
5.97561, 0.11290, 0.0, 0.00381, 0.00155, 0.00084
5.97561, 0.14516, 0.0, 0.00308, 0.00078, 0.00110
5.97561, 0.17742, 0.0, 0.00285, 0.00050, 0.00145
5.97561, 0.20968, 0.0, 0.00280, 0.00039, 0.00181
5.97561, 0.24194, 0.0, 0.00283, 0.00034, 0.00210
5.97561, 0.27419, 0.0, 0.00287, 0.00032, 0.00232
5.97561, 0.30645, 0.0, 0.00292, 0.00031, 0.00249
5.97561, 0.33871, 0.0, 0.00296, 0.00030, 0.00260
5.97561, 0.37097, 0.0, 0.00299, 0.00030, 0.00269
5.97561, 0.40323, 0.0, 0.00302, 0.00030, 0.00275
5.97561, 0.43548, 0.0, 0.00304, 0.00030, 0.00278
5.97561, 0.46774, 0.0, 0.00305, 0.00030, 0.00280
5.97561, 0.50000, 0.0, 0.00305, 0.00030, 0.00281
5.97561, 0.53226, 0.0, 0.00305, 0.00030, 0.00280
5.97561, 0.56452, 0.0, 0.00304, 0.00030, 0.00278
5.97561, 0.59677, 0.0, 0.00302, 0.00030, 0.00275
5.97561, 0.62903, 0.0, 0.00299, 0.00030, 0.00269
5.97561, 0.66129, 0.0, 0.00296, 0.00030, 0.00260
5.97561, 0.69355, 0.0, 0.00292, 0.00031, 0.00249
5.97561, 0.72581, 0.0, 0.00287, 0.00032, 0.00232
5.97561, 0.75806, 0.0, 0.00283, 0.00034, 0.00210
5.97561, 0.79032, 0.0, 0.00280, 0.00039, 0.00181
5.97561, 0.82258, 0.0, 0.00285, 0.00050, 0.00145
5.97561, 0.85484, 0.0, 0.00308, 0.00078, 0.00110
5.97561, 0.88710, 0.0, 0.00381, 0.00155, 0.00084
5.97561, 0.91935, 0.0, 0.00549, 0.00364, 0.00075
5.97561, 0.95161, 0.0, 0.00825, 0.00882, 0.00069
5.97561, 0.98387, 0.0, 0.00802, 0.01786, 0.00032
5.97561, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
6.21951, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
6.21951, 0.01613, 0.0, 0.00802, 0.01784, 0.00032
6.21951, 0.04839, 0.0, 0.00844, 0.00900, 0.00071
6.21951, 0.08065, 0.0, 0.00571, 0.00382, 0.00077
6.21951, 0.11290, 0.0, 0.00394, 0.00165, 0.00085
6.21951, 0.14516, 0.0, 0.00312, 0.00082, 0.00107
6.21951, 0.17742, 0.0, 0.00283, 0.00051, 0.00142
6.21951, 0.20968, 0.0, 0.00276, 0.00039, 0.00177
6.21951, 0.24194, 0.0, 0.00277, 0.00033, 0.00206
6.21951, 0.27419, 0.0, 0.00281, 0.00031, 0.00229
6.21951, 0.30645, 0.0, 0.00285, 0.00030, 0.00246
6.21951, 0.33871, 0.0, 0.00289, 0.00029, 0.00258
6.21951, 0.37097, 0.0, 0.00292, 0.00029, 0.00267
6.21951, 0.40323, 0.0, 0.00295, 0.00029, 0.00273
6.21951, 0.43548, 0.0, 0.00297, 0.00029, 0.00277
6.21951, 0.46774, 0.0, 0.00298, 0.00029, 0.00279
6.21951, 0.50000, 0.0, 0.00298, 0.00029, 0.00280
6.21951, 0.53226, 0.0, 0.00298, 0.00029, 0.00279
6.21951, 0.56452, 0.0, 0.00297, 0.00029, 0.00277
6.21951, 0.59677, 0.0, 0.00295, 0.00029, 0.00273
6.21951, 0.62903, 0.0, 0.00292, 0.00029, 0.00267
6.21951, 0.66129, 0.0, 0.00289, 0.00029, 0.00258
6.21951, 0.69355, 0.0, 0.00285, 0.00030, 0.00246
6.21951, 0.72581, 0.0, 0.00281, 0.00031, 0.00229
6.21951, 0.75806, 0.0, 0.00277, 0.00033, 0.00206
6.21951, 0.79032, 0.0, 0.00276, 0.00039, 0.00177
6.21951, 0.82258, 0.0, 0.00283, 0.00051, 0.00142
6.21951, 0.85484, 0.0, 0.00312, 0.00082, 0.00107
6.21951, 0.88710, 0.0, 0.00394, 0.00165, 0.00085
6.21951, 0.91935, 0.0, 0.00571, 0.00382, 0.00077
6.21951, 0.95161, 0.0, 0.00844, 0.00900, 0.00071
6.21951, 0.98387, 0.0, 0.00802, 0.01784, 0.00032
6.21951, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
6.46341, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
6.46341, 0.01613, 0.0, 0.00802, 0.01784, 0.00032
6.46341, 0.04839, 0.0, 0.00862, 0.00915, 0.00073
6.46341, 0.08065, 0.0, 0.00592, 0.00399, 0.00079
6.46341, 0.11290, 0.0, 0.00408, 0.00175, 0.00086
6.46341, 0.14516, 0.0, 0.00317, 0.00085, 0.00106
6.46341, 0.17742, 0.0, 0.00282, 0.00052, 0.00138
6.46341, 0.20968, 0.0, 0.00272, 0.00039, 0.00173
6.46341, 0.24194, 0.0, 0.00272, 0.00033, 0.00203
6.46341, 0.27419, 0.0, 0.00275, 0.00030, 0.00226
6.46341, 0.30645, 0.0, 0.00279, 0.00029, 0.00243
6.46341, 0.33871, 0.0, 0.00282, 0.00028, 0.00256
6.46341, 0.37097, 0.0, 0.00286, 0.00028, 0.00265
6.46341, 0.40323, 0.0, 0.00288, 0.00028, 0.00271
6.46341, 0.43548, 0.0, 0.00290, 0.00027, 0.00275
6.46341, 0.46774, 0.0, 0.00291, 0.00027, 0.00277
6.46341, 0.50000, 0.0, 0.00291, 0.00027, 0.00278
6.46341, 0.53226, 0.0, 0.00291, 0.00027, 0.00277
6.46341, 0.56452, 0.0, 0.00290, 0.00027, 0.00275
6.46341, 0.59677, 0.0, 0.00288, 0.00028, 0.00271
6.46341, 0.62903, 0.0, 0.00286, 0.00028, 0.00265
6.46341, 0.66129, 0.0, 0.00282, 0.00028, 0.00256
6.46341, 0.69355, 0.0, 0.00279, 0.00029, 0.00243
6.46341, 0.72581, 0.0, 0.00275, 0.00030, 0.00226
6.46341, 0.75806, 0.0, 0.00272, 0.00033, 0.00203
6.46341, 0.79032, 0.0, 0.00272, 0.00039, 0.00173
6.46341, 0.82258, 0.0, 0.00282, 0.00052, 0.00138
6.46341, 0.85484, 0.0, 0.00317, 0.00085, 0.00106
6.46341, 0.88710, 0.0, 0.00408, 0.00175, 0.00086
6.46341, 0.91935, 0.0, 0.00592, 0.00399, 0.00079
6.46341, 0.95161, 0.0, 0.00862, 0.00915, 0.00073
6.46341, 0.98387, 0.0, 0.00802, 0.01784, 0.00032
6.46341, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
6.70732, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
6.70732, 0.01613, 0.0, 0.00802, 0.01784, 0.00032
6.70732, 0.04839, 0.0, 0.00877, 0.00928, 0.00075
6.70732, 0.08065, 0.0, 0.00613, 0.00415, 0.00081
6.70732, 0.11290, 0.0, 0.00423, 0.00185, 0.00087
6.70732, 0.14516, 0.0, 0.00323, 0.00090, 0.00104
6.70732, 0.17742, 0.0, 0.00282, 0.00053, 0.00134
6.70732, 0.20968, 0.0, 0.00269, 0.00039, 0.00169
6.70732, 0.24194, 0.0, 0.00267, 0.00032, 0.00199
6.70732, 0.27419, 0.0, 0.00269, 0.00029, 0.00223
6.70732, 0.30645, 0.0, 0.00272, 0.00028, 0.00240
6.70732, 0.33871, 0.0, 0.00276, 0.00027, 0.00253
6.70732, 0.37097, 0.0, 0.00279, 0.00027, 0.00263
6.70732, 0.40323, 0.0, 0.00282, 0.00026, 0.00269
6.70732, 0.43548, 0.0, 0.00283, 0.00026, 0.00274
6.70732, 0.46774, 0.0, 0.00284, 0.00026, 0.00276
6.70732, 0.50000, 0.0, 0.00285, 0.00026, 0.00277
6.70732, 0.53226, 0.0, 0.00284, 0.00026, 0.00276
6.70732, 0.56452, 0.0, 0.00283, 0.00026, 0.00274
6.70732, 0.59677, 0.0, 0.00282, 0.00026, 0.00269
6.70732, 0.62903, 0.0, 0.00279, 0.00027, 0.00263
6.70732, 0.66129, 0.0, 0.00276, 0.00027, 0.00253
6.70732, 0.69355, 0.0, 0.00272, 0.00028, 0.00240
6.70732, 0.72581, 0.0, 0.00269, 0.00029, 0.00223
6.70732, 0.75806, 0.0, 0.00267, 0.00032, 0.00199
6.70732, 0.79032, 0.0, 0.00269, 0.00039, 0.00169
6.70732, 0.82258, 0.0, 0.00282, 0.00053, 0.00134
6.70732, 0.85484, 0.0, 0.00323, 0.00090, 0.00104
6.70732, 0.88710, 0.0, 0.00423, 0.00185, 0.00087
6.70732, 0.91935, 0.0, 0.00613, 0.00415, 0.00081
6.70732, 0.95161, 0.0, 0.00877, 0.00928, 0.00075
6.70732, 0.98387, 0.0, 0.00802, 0.01784, 0.00032
6.70732, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
6.95122, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
6.95122, 0.01613, 0.0, 0.00802, 0.01784, 0.00032
6.95122, 0.04839, 0.0, 0.00891, 0.00939, 0.00076
6.95122, 0.08065, 0.0, 0.00632, 0.00430, 0.00084
6.95122, 0.11290, 0.0, 0.00438, 0.00196, 0.00088
6.95122, 0.14516, 0.0, 0.00329, 0.00095, 0.00103
6.95122, 0.17742, 0.0, 0.00282, 0.00055, 0.00131
6.95122, 0.20968, 0.0, 0.00266, 0.00039, 0.00165
6.95122, 0.24194, 0.0, 0.00262, 0.00032, 0.00195
6.95122, 0.27419, 0.0, 0.00264, 0.00028, 0.00219
6.95122, 0.30645, 0.0, 0.00267, 0.00027, 0.00238
6.95122, 0.33871, 0.0, 0.00270, 0.00026, 0.00251
6.95122, 0.37097, 0.0, 0.00273, 0.00026, 0.00261
6.95122, 0.40323, 0.0, 0.00275, 0.00025, 0.00268
6.95122, 0.43548, 0.0, 0.00277, 0.00025, 0.00272
6.95122, 0.46774, 0.0, 0.00278, 0.00025, 0.00274
6.95122, 0.50000, 0.0, 0.00278, 0.00025, 0.00275
6.95122, 0.53226, 0.0, 0.00278, 0.00025, 0.00274
6.95122, 0.56452, 0.0, 0.00277, 0.00025, 0.00272
6.95122, 0.59677, 0.0, 0.00275, 0.00025, 0.00268
6.95122, 0.62903, 0.0, 0.00273, 0.00026, 0.00261
6.95122, 0.66129, 0.0, 0.00270, 0.00026, 0.00251
6.95122, 0.69355, 0.0, 0.00267, 0.00027, 0.00238
6.95122, 0.72581, 0.0, 0.00264, 0.00028, 0.00219
6.95122, 0.75806, 0.0, 0.00262, 0.00032, 0.00195
6.95122, 0.79032, 0.0, 0.00266, 0.00039, 0.00165
6.95122, 0.82258, 0.0, 0.00282, 0.00055, 0.00131
6.95122, 0.85484, 0.0, 0.00329, 0.00095, 0.00103
6.95122, 0.88710, 0.0, 0.00438, 0.00196, 0.00088
6.95122, 0.91935, 0.0, 0.00632, 0.00430, 0.00084
6.95122, 0.95161, 0.0, 0.00891, 0.00939, 0.00076
6.95122, 0.98387, 0.0, 0.00802, 0.01784, 0.00032
6.95122, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
7.19512, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
7.19512, 0.01613, 0.0, 0.00802, 0.01784, 0.00032
7.19512, 0.04839, 0.0, 0.00903, 0.00948, 0.00077
7.19512, 0.08065, 0.0, 0.00650, 0.00444, 0.00086
7.19512, 0.11290, 0.0, 0.00454, 0.00206, 0.00090
7.19512, 0.14516, 0.0, 0.00337, 0.00100, 0.00103
7.19512, 0.17742, 0.0, 0.00284, 0.00056, 0.00128
7.19512, 0.20968, 0.0, 0.00264, 0.00039, 0.00161
7.19512, 0.24194, 0.0, 0.00258, 0.00031, 0.00192
7.19512, 0.27419, 0.0, 0.00259, 0.00028, 0.00216
7.19512, 0.30645, 0.0, 0.00261, 0.00026, 0.00235
7.19512, 0.33871, 0.0, 0.00264, 0.00025, 0.00249
7.19512, 0.37097, 0.0, 0.00267, 0.00025, 0.00259
7.19512, 0.40323, 0.0, 0.00269, 0.00025, 0.00266
7.19512, 0.43548, 0.0, 0.00271, 0.00024, 0.00270
7.19512, 0.46774, 0.0, 0.00272, 0.00024, 0.00273
7.19512, 0.50000, 0.0, 0.00272, 0.00024, 0.00274
7.19512, 0.53226, 0.0, 0.00272, 0.00024, 0.00273
7.19512, 0.56452, 0.0, 0.00271, 0.00024, 0.00270
7.19512, 0.59677, 0.0, 0.00269, 0.00025, 0.00266
7.19512, 0.62903, 0.0, 0.00267, 0.00025, 0.00259
7.19512, 0.66129, 0.0, 0.00264, 0.00025, 0.00249
7.19512, 0.69355, 0.0, 0.00261, 0.00026, 0.00235
7.19512, 0.72581, 0.0, 0.00259, 0.00028, 0.00216
7.19512, 0.75806, 0.0, 0.00258, 0.00031, 0.00192
7.19512, 0.79032, 0.0, 0.00264, 0.00039, 0.00161
7.19512, 0.82258, 0.0, 0.00284, 0.00056, 0.00128
7.19512, 0.85484, 0.0, 0.00337, 0.00100, 0.00103
7.19512, 0.88710, 0.0, 0.00454, 0.00206, 0.00090
7.19512, 0.91935, 0.0, 0.00650, 0.00444, 0.00086
7.19512, 0.95161, 0.0, 0.00903, 0.00948, 0.00077
7.19512, 0.98387, 0.0, 0.00802, 0.01784, 0.00032
7.19512, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
7.43902, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
7.43902, 0.01613, 0.0, 0.00802, 0.01783, 0.00032
7.43902, 0.04839, 0.0, 0.00914, 0.00956, 0.00079
7.43902, 0.08065, 0.0, 0.00668, 0.00456, 0.00088
7.43902, 0.11290, 0.0, 0.00470, 0.00217, 0.00092
7.43902, 0.14516, 0.0, 0.00346, 0.00105, 0.00102
7.43902, 0.17742, 0.0, 0.00286, 0.00059, 0.00126
7.43902, 0.20968, 0.0, 0.00262, 0.00039, 0.00157
7.43902, 0.24194, 0.0, 0.00255, 0.00031, 0.00188
7.43902, 0.27419, 0.0, 0.00254, 0.00027, 0.00213
7.43902, 0.30645, 0.0, 0.00256, 0.00025, 0.00232
7.43902, 0.33871, 0.0, 0.00259, 0.00024, 0.00247
7.43902, 0.37097, 0.0, 0.00261, 0.00024, 0.00257
7.43902, 0.40323, 0.0, 0.00264, 0.00024, 0.00264
7.43902, 0.43548, 0.0, 0.00265, 0.00024, 0.00269
7.43902, 0.46774, 0.0, 0.00266, 0.00024, 0.00271
7.43902, 0.50000, 0.0, 0.00267, 0.00024, 0.00272
7.43902, 0.53226, 0.0, 0.00266, 0.00024, 0.00271
7.43902, 0.56452, 0.0, 0.00265, 0.00024, 0.00269
7.43902, 0.59677, 0.0, 0.00264, 0.00024, 0.00264
7.43902, 0.62903, 0.0, 0.00261, 0.00024, 0.00257
7.43902, 0.66129, 0.0, 0.00259, 0.00024, 0.00247
7.43902, 0.69355, 0.0, 0.00256, 0.00025, 0.00232
7.43902, 0.72581, 0.0, 0.00254, 0.00027, 0.00213
7.43902, 0.75806, 0.0, 0.00255, 0.00031, 0.00188
7.43902, 0.79032, 0.0, 0.00262, 0.00039, 0.00157
7.43902, 0.82258, 0.0, 0.00286, 0.00059, 0.00126
7.43902, 0.85484, 0.0, 0.00346, 0.00105, 0.00102
7.43902, 0.88710, 0.0, 0.00470, 0.00217, 0.00092
7.43902, 0.91935, 0.0, 0.00668, 0.00456, 0.00088
7.43902, 0.95161, 0.0, 0.00914, 0.00956, 0.00079
7.43902, 0.98387, 0.0, 0.00802, 0.01783, 0.00032
7.43902, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
7.68293, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
7.68293, 0.01613, 0.0, 0.00802, 0.01783, 0.00032
7.68293, 0.04839, 0.0, 0.00925, 0.00963, 0.00080
7.68293, 0.08065, 0.0, 0.00684, 0.00468, 0.00090
7.68293, 0.11290, 0.0, 0.00486, 0.00227, 0.00094
7.68293, 0.14516, 0.0, 0.00356, 0.00111, 0.00103
7.68293, 0.17742, 0.0, 0.00289, 0.00061, 0.00124
7.68293, 0.20968, 0.0, 0.00262, 0.00040, 0.00154
7.68293, 0.24194, 0.0, 0.00252, 0.00031, 0.00184
7.68293, 0.27419, 0.0, 0.00250, 0.00027, 0.00210
7.68293, 0.30645, 0.0, 0.00251, 0.00025, 0.00230
7.68293, 0.33871, 0.0, 0.00253, 0.00024, 0.00244
7.68293, 0.37097, 0.0, 0.00256, 0.00023, 0.00255
7.68293, 0.40323, 0.0, 0.00258, 0.00023, 0.00262
7.68293, 0.43548, 0.0, 0.00260, 0.00023, 0.00267
7.68293, 0.46774, 0.0, 0.00261, 0.00023, 0.00270
7.68293, 0.50000, 0.0, 0.00261, 0.00023, 0.00271
7.68293, 0.53226, 0.0, 0.00261, 0.00023, 0.00270
7.68293, 0.56452, 0.0, 0.00260, 0.00023, 0.00267
7.68293, 0.59677, 0.0, 0.00258, 0.00023, 0.00262
7.68293, 0.62903, 0.0, 0.00256, 0.00023, 0.00255
7.68293, 0.66129, 0.0, 0.00253, 0.00024, 0.00244
7.68293, 0.69355, 0.0, 0.00251, 0.00025, 0.00230
7.68293, 0.72581, 0.0, 0.00250, 0.00027, 0.00210
7.68293, 0.75806, 0.0, 0.00252, 0.00031, 0.00184
7.68293, 0.79032, 0.0, 0.00262, 0.00040, 0.00154
7.68293, 0.82258, 0.0, 0.00289, 0.00061, 0.00124
7.68293, 0.85484, 0.0, 0.00356, 0.00111, 0.00103
7.68293, 0.88710, 0.0, 0.00486, 0.00227, 0.00094
7.68293, 0.91935, 0.0, 0.00684, 0.00468, 0.00090
7.68293, 0.95161, 0.0, 0.00925, 0.00963, 0.00080
7.68293, 0.98387, 0.0, 0.00802, 0.01783, 0.00032
7.68293, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
7.92683, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
7.92683, 0.01613, 0.0, 0.00802, 0.01783, 0.00032
7.92683, 0.04839, 0.0, 0.00934, 0.00968, 0.00081
7.92683, 0.08065, 0.0, 0.00699, 0.00478, 0.00092
7.92683, 0.11290, 0.0, 0.00501, 0.00237, 0.00095
7.92683, 0.14516, 0.0, 0.00366, 0.00117, 0.00103
7.92683, 0.17742, 0.0, 0.00293, 0.00063, 0.00122
7.92683, 0.20968, 0.0, 0.00261, 0.00041, 0.00151
7.92683, 0.24194, 0.0, 0.00249, 0.00031, 0.00181
7.92683, 0.27419, 0.0, 0.00246, 0.00026, 0.00207
7.92683, 0.30645, 0.0, 0.00247, 0.00024, 0.00227
7.92683, 0.33871, 0.0, 0.00249, 0.00023, 0.00242
7.92683, 0.37097, 0.0, 0.00251, 0.00022, 0.00253
7.92683, 0.40323, 0.0, 0.00253, 0.00022, 0.00260
7.92683, 0.43548, 0.0, 0.00254, 0.00022, 0.00265
7.92683, 0.46774, 0.0, 0.00255, 0.00022, 0.00268
7.92683, 0.50000, 0.0, 0.00256, 0.00022, 0.00269
7.92683, 0.53226, 0.0, 0.00255, 0.00022, 0.00268
7.92683, 0.56452, 0.0, 0.00254, 0.00022, 0.00265
7.92683, 0.59677, 0.0, 0.00253, 0.00022, 0.00260
7.92683, 0.62903, 0.0, 0.00251, 0.00022, 0.00253
7.92683, 0.66129, 0.0, 0.00249, 0.00023, 0.00242
7.92683, 0.69355, 0.0, 0.00247, 0.00024, 0.00227
7.92683, 0.72581, 0.0, 0.00246, 0.00026, 0.00207
7.92683, 0.75806, 0.0, 0.00249, 0.00031, 0.00181
7.92683, 0.79032, 0.0, 0.00261, 0.00041, 0.00151
7.92683, 0.82258, 0.0, 0.00293, 0.00063, 0.00122
7.92683, 0.85484, 0.0, 0.00366, 0.00117, 0.00103
7.92683, 0.88710, 0.0, 0.00501, 0.00237, 0.00095
7.92683, 0.91935, 0.0, 0.00699, 0.00478, 0.00092
7.92683, 0.95161, 0.0, 0.00934, 0.00968, 0.00081
7.92683, 0.98387, 0.0, 0.00802, 0.01783, 0.00032
7.92683, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
8.17073, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
8.17073, 0.01613, 0.0, 0.00801, 0.01783, 0.00032
8.17073, 0.04839, 0.0, 0.00942, 0.00973, 0.00082
8.17073, 0.08065, 0.0, 0.00714, 0.00488, 0.00094
8.17073, 0.11290, 0.0, 0.00517, 0.00247, 0.00098
8.17073, 0.14516, 0.0, 0.00377, 0.00123, 0.00104
8.17073, 0.17742, 0.0, 0.00298, 0.00066, 0.00121
8.17073, 0.20968, 0.0, 0.00262, 0.00042, 0.00148
8.17073, 0.24194, 0.0, 0.00247, 0.00031, 0.00177
8.17073, 0.27419, 0.0, 0.00243, 0.00026, 0.00204
8.17073, 0.30645, 0.0, 0.00242, 0.00024, 0.00224
8.17073, 0.33871, 0.0, 0.00244, 0.00022, 0.00240
8.17073, 0.37097, 0.0, 0.00246, 0.00022, 0.00251
8.17073, 0.40323, 0.0, 0.00248, 0.00021, 0.00259
8.17073, 0.43548, 0.0, 0.00249, 0.00021, 0.00264
8.17073, 0.46774, 0.0, 0.00250, 0.00021, 0.00267
8.17073, 0.50000, 0.0, 0.00251, 0.00021, 0.00268
8.17073, 0.53226, 0.0, 0.00250, 0.00021, 0.00267
8.17073, 0.56452, 0.0, 0.00249, 0.00021, 0.00264
8.17073, 0.59677, 0.0, 0.00248, 0.00021, 0.00259
8.17073, 0.62903, 0.0, 0.00246, 0.00022, 0.00251
8.17073, 0.66129, 0.0, 0.00244, 0.00022, 0.00240
8.17073, 0.69355, 0.0, 0.00242, 0.00024, 0.00224
8.17073, 0.72581, 0.0, 0.00243, 0.00026, 0.00204
8.17073, 0.75806, 0.0, 0.00247, 0.00031, 0.00177
8.17073, 0.79032, 0.0, 0.00262, 0.00042, 0.00148
8.17073, 0.82258, 0.0, 0.00298, 0.00066, 0.00121
8.17073, 0.85484, 0.0, 0.00377, 0.00123, 0.00104
8.17073, 0.88710, 0.0, 0.00517, 0.00247, 0.00098
8.17073, 0.91935, 0.0, 0.00714, 0.00488, 0.00094
8.17073, 0.95161, 0.0, 0.00942, 0.00973, 0.00082
8.17073, 0.98387, 0.0, 0.00801, 0.01783, 0.00032
8.17073, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
8.41463, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
8.41463, 0.01613, 0.0, 0.00801, 0.01782, 0.00032
8.41463, 0.04839, 0.0, 0.00949, 0.00977, 0.00083
8.41463, 0.08065, 0.0, 0.00727, 0.00496, 0.00096
8.41463, 0.11290, 0.0, 0.00532, 0.00256, 0.00100
8.41463, 0.14516, 0.0, 0.00388, 0.00130, 0.00105
8.41463, 0.17742, 0.0, 0.00303, 0.00069, 0.00120
8.41463, 0.20968, 0.0, 0.00263, 0.00043, 0.00145
8.41463, 0.24194, 0.0, 0.00246, 0.00031, 0.00174
8.41463, 0.27419, 0.0, 0.00240, 0.00026, 0.00201
8.41463, 0.30645, 0.0, 0.00238, 0.00023, 0.00222
8.41463, 0.33871, 0.0, 0.00239, 0.00022, 0.00237
8.41463, 0.37097, 0.0, 0.00241, 0.00021, 0.00249
8.41463, 0.40323, 0.0, 0.00243, 0.00021, 0.00257
8.41463, 0.43548, 0.0, 0.00244, 0.00020, 0.00262
8.41463, 0.46774, 0.0, 0.00245, 0.00020, 0.00265
8.41463, 0.50000, 0.0, 0.00246, 0.00020, 0.00266
8.41463, 0.53226, 0.0, 0.00245, 0.00020, 0.00265
8.41463, 0.56452, 0.0, 0.00244, 0.00020, 0.00262
8.41463, 0.59677, 0.0, 0.00243, 0.00021, 0.00257
8.41463, 0.62903, 0.0, 0.00241, 0.00021, 0.00249
8.41463, 0.66129, 0.0, 0.00239, 0.00022, 0.00237
8.41463, 0.69355, 0.0, 0.00238, 0.00023, 0.00222
8.41463, 0.72581, 0.0, 0.00240, 0.00026, 0.00201
8.41463, 0.75806, 0.0, 0.00246, 0.00031, 0.00174
8.41463, 0.79032, 0.0, 0.00263, 0.00043, 0.00145
8.41463, 0.82258, 0.0, 0.00303, 0.00069, 0.00120
8.41463, 0.85484, 0.0, 0.00388, 0.00130, 0.00105
8.41463, 0.88710, 0.0, 0.00532, 0.00256, 0.00100
8.41463, 0.91935, 0.0, 0.00727, 0.00496, 0.00096
8.41463, 0.95161, 0.0, 0.00949, 0.00977, 0.00083
8.41463, 0.98387, 0.0, 0.00801, 0.01782, 0.00032
8.41463, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
8.65854, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
8.65854, 0.01613, 0.0, 0.00801, 0.01781, 0.00032
8.65854, 0.04839, 0.0, 0.00956, 0.00980, 0.00084
8.65854, 0.08065, 0.0, 0.00740, 0.00504, 0.00098
8.65854, 0.11290, 0.0, 0.00547, 0.00265, 0.00102
8.65854, 0.14516, 0.0, 0.00400, 0.00136, 0.00106
8.65854, 0.17742, 0.0, 0.00310, 0.00073, 0.00119
8.65854, 0.20968, 0.0, 0.00264, 0.00044, 0.00142
8.65854, 0.24194, 0.0, 0.00244, 0.00031, 0.00171
8.65854, 0.27419, 0.0, 0.00237, 0.00026, 0.00197
8.65854, 0.30645, 0.0, 0.00235, 0.00023, 0.00219
8.65854, 0.33871, 0.0, 0.00235, 0.00021, 0.00235
8.65854, 0.37097, 0.0, 0.00237, 0.00020, 0.00247
8.65854, 0.40323, 0.0, 0.00238, 0.00020, 0.00255
8.65854, 0.43548, 0.0, 0.00240, 0.00020, 0.00261
8.65854, 0.46774, 0.0, 0.00240, 0.00020, 0.00264
8.65854, 0.50000, 0.0, 0.00241, 0.00020, 0.00265
8.65854, 0.53226, 0.0, 0.00240, 0.00020, 0.00264
8.65854, 0.56452, 0.0, 0.00240, 0.00020, 0.00261
8.65854, 0.59677, 0.0, 0.00238, 0.00020, 0.00255
8.65854, 0.62903, 0.0, 0.00237, 0.00020, 0.00247
8.65854, 0.66129, 0.0, 0.00235, 0.00021, 0.00235
8.65854, 0.69355, 0.0, 0.00235, 0.00023, 0.00219
8.65854, 0.72581, 0.0, 0.00237, 0.00026, 0.00197
8.65854, 0.75806, 0.0, 0.00244, 0.00031, 0.00171
8.65854, 0.79032, 0.0, 0.00264, 0.00044, 0.00142
8.65854, 0.82258, 0.0, 0.00310, 0.00073, 0.00119
8.65854, 0.85484, 0.0, 0.00400, 0.00136, 0.00106
8.65854, 0.88710, 0.0, 0.00547, 0.00265, 0.00102
8.65854, 0.91935, 0.0, 0.00740, 0.00504, 0.00098
8.65854, 0.95161, 0.0, 0.00956, 0.00980, 0.00084
8.65854, 0.98387, 0.0, 0.00801, 0.01781, 0.00032
8.65854, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
8.90244, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
8.90244, 0.01613, 0.0, 0.00801, 0.01781, 0.00032
8.90244, 0.04839, 0.0, 0.00963, 0.00983, 0.00085
8.90244, 0.08065, 0.0, 0.00752, 0.00511, 0.00099
8.90244, 0.11290, 0.0, 0.00561, 0.00273, 0.00104
8.90244, 0.14516, 0.0, 0.00412, 0.00142, 0.00107
8.90244, 0.17742, 0.0, 0.00316, 0.00076, 0.00118
8.90244, 0.20968, 0.0, 0.00266, 0.00046, 0.00140
8.90244, 0.24194, 0.0, 0.00244, 0.00032, 0.00168
8.90244, 0.27419, 0.0, 0.00234, 0.00025, 0.00194
